App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155998.0,12M,10000000.0,Free,0.0,Everyone,Productivity,2018-05-08,12.8.2,4.4 and up
To Do Reminder with Alarm,PRODUCTIVITY,4.4,72161.0,4.9M,1000000.0,Free,0.0,Everyone,Productivity,2018-03-21,2.68.14,4.0 and up
wikiHow: how to do anything,BOOKS_AND_REFERENCE,4.4,43088.0,3.0M,1000000.0,Free,0.0,Teen,Books & Reference,2017-04-19,2.7.3,4.0 and up
"Ike - To-Do List, Task List",PRODUCTIVITY,4.6,6320.0,6.3M,100000.0,Free,0.0,Everyone,Productivity,2016-10-12,2,4.4 and up
"My Effectiveness: To do, Tasks",PRODUCTIVITY,4.6,14089.0,8.4M,500000.0,Free,0.0,Everyone,Productivity,2018-05-08,0.21.1,4.1 and up
Do it (Tomorrow),PRODUCTIVITY,4.3,26452.0,4.0M,1000000.0,Free,0.0,Everyone,Productivity,2014-03-11,2.3.5,2.1 and up
Do Not Disturb,PRODUCTIVITY,4.3,6120.0,1.9M,100000.0,Free,0.0,Everyone,Productivity,2017-11-22,2.10.1,6.0 and up
To-Do List Widget,PRODUCTIVITY,3.9,7801.0,201k,1000000.0,Free,0.0,Everyone,Productivity,2013-09-28,2,1.5 and up
NoteToDo. Notes. To do list,PRODUCTIVITY,4.5,57449.0,5.0M,1000000.0,Free,0.0,Everyone,Productivity,2018-04-08,1.2.187-83,4.0 and up
"Memory Helper - To do list, Notepad, Notes, Memo",PRODUCTIVITY,4.7,7566.0,4.0M,500000.0,Free,0.0,Everyone,Productivity,2018-07-21,67,4.1 and up
"2Do - Reminders, To-do List & Notes",PRODUCTIVITY,4.3,4649.0,30M,100000.0,Free,0.0,Everyone,Productivity,2018-06-19,2.8.12,5.0 and up
"Notes : Colorful Notepad Note,To Do,Reminder,Memo",LIFESTYLE,4.6,10484.0,9.0M,1000000.0,Free,0.0,Everyone,Lifestyle,2018-09-06,1.4.9,4.1 and up
"Time Planner - Schedule, To-Do List, Time Tracker",PRODUCTIVITY,4.2,2537.0,8.5M,500000.0,Free,0.0,Everyone,Productivity,2018-10-01,2.2 (Protostar),4.0 and up
Cal - Google Calendar + Widget,PRODUCTIVITY,4.2,86172.0,13M,1000000.0,Free,0.0,Everyone,Productivity,2016-01-02,1.1.7,4.0 and up
"Clean My House – Chore To Do List, Task Scheduler",PRODUCTIVITY,4.1,661.0,3.4M,100000.0,Free,0.0,Everyone,Productivity,2018-06-21,2.1.2,4.1 and up
"Goal Meter: Goal Tracker, Habit Changer,To-Do List",PRODUCTIVITY,4.6,7969.0,20M,100000.0,Free,0.0,Everyone,Productivity,2018-06-02,2.7.92,4.4 and up
To-do list,PRODUCTIVITY,4.4,688.0,4.4M,50000.0,Free,0.0,Everyone,Productivity,2018-07-17,2.22,4.0 and up
Do Not Crash,FAMILY,3.7,56664.0,8.3M,1000000.0,Free,0.0,Everyone,Casual,2015-05-02,1.4,2.3 and up
Do I Snore or Grind,MEDICAL,4.4,2295.0,19M,100000.0,Free,0.0,Everyone,Medical,2018-09-07,0.3.1,5.0 and up
How well do you know me?,GAME,3.9,1290.0,6.4M,100000.0,Free,0.0,Everyone,Word,2018-07-26,2.3.0,4.1 and up
EasyNote Notepad | To Do List,TOOLS,4.3,15618.0,2.4M,1000000.0,Free,0.0,Everyone,Tools,2017-11-27,1.5.2,2.3 and up
Adobe Fill & Sign: Easy PDF Form Filler,PRODUCTIVITY,4.3,11402.0,5.3M,1000000.0,Free,0.0,Everyone,Productivity,2017-07-11,1.3.0,5.0 and up
DO YOU KNOW THE WAY Soundboard,FAMILY,4.5,1007.0,5.2M,100000.0,Free,0.0,Everyone,Entertainment,2018-01-07,7,4.1 and up
Dude Perfect 2,GAME,4.5,401648.0,70M,10000000.0,Free,0.0,Everyone,Action,2017-12-04,1.6.1,4.0.3 and up
Endless Ducker,GAME,4.5,8193.0,41M,500000.0,Free,0.0,Everyone,Arcade,2016-09-16,1.0.7,4.0.3 and up
Dude Perfect,SPORTS,4.5,97.0,1.9M,10000.0,Free,0.0,Everyone,Sports,2017-06-28,1,4.1 and up
that's lit,GAME,4.7,1115.0,39M,100000.0,Free,0.0,Everyone,Arcade,2017-07-07,1,4.3 and up
All Type DP,FAMILY,4.3,1853.0,5.8M,500000.0,Free,0.0,Everyone,Entertainment,2018-10-05,1.8,4.0 and up
Dp For WhatsApp,PERSONALIZATION,4.4,1623.0,11M,1000000.0,Free,0.0,Mature 17+,Personalization,2018-06-23,2.7,4.0.3 and up
DP and Status for WhatsApp 2018,SOCIAL,4.5,787.0,6.9M,100000.0,Free,0.0,Everyone,Social,2018-02-17,2.4.2,4.0.3 and up
DP Editor,PHOTOGRAPHY,4.3,18.0,15M,5000.0,Free,0.0,Teen,Photography,2018-04-08,1.5,4.1 and up
DP & Status,FAMILY,4.3,1922.0,4.7M,500000.0,Free,0.0,Everyone,Entertainment,2018-09-01,1.13,4.1 and up
Dp for girls,ART_AND_DESIGN,4.2,175.0,8.2M,50000.0,Free,0.0,Everyone,Art & Design,2017-05-26,1.2,4.0.3 and up
DP Maker,PHOTOGRAPHY,4.2,784.0,18M,100000.0,Free,0.0,Everyone,Photography,2018-04-29,1.00.15,4.1 and up
Download Instant DP (Full HD),TOOLS,4.3,1283.0,4.4M,100000.0,Free,0.0,Everyone,Tools,2018-04-08,4.1.0,4.1 and up
Square DP For Whatsapp,PHOTOGRAPHY,4.2,67.0,15M,10000.0,Free,0.0,Everyone,Photography,2017-03-29,1,4.0.3 and up
Profile pictures for WhatsApp,PERSONALIZATION,4.7,10786.0,9.4M,500000.0,Free,0.0,Mature 17+,Personalization,2018-05-20,2.3.1,4.3 and up
DP and Status,FAMILY,4.1,623.0,3.0M,100000.0,Free,0.0,Everyone,Entertainment,2017-11-08,1.0.1,3.0 and up
Dp For Whatsapp,SOCIAL,4.3,39.0,12M,5000.0,Free,0.0,Everyone,Social,2017-04-13,1,4.0.3 and up
DP & Status for Whatsapp 2018,PERSONALIZATION,4.1,293.0,3.4M,100000.0,Free,0.0,Everyone,Personalization,2018-03-08,1.4,4.0.3 and up
DP Creator for WhatsApp,PHOTOGRAPHY,3.8,4813.0,5.1M,100000.0,Free,0.0,Everyone,Photography,2016-03-19,1.5,2.2 and up
Dp For FB,PHOTOGRAPHY,4.5,12.0,2.0M,1000.0,Free,0.0,Teen,Photography,2017-10-19,1,4.1 and up
Best DP and Status (Daily Updates Photos),FAMILY,4.1,3003.0,3.2M,1000000.0,Free,0.0,Everyone,Entertainment,2018-07-05,1.8,4.0 and up
Magical Insta DP,PHOTOGRAPHY,0.0,2.0,5.2M,1000.0,Free,0.0,Everyone,Photography,2018-06-28,1.1,4.0 and up
Profile Pictures and DP for Whatsapp,SOCIAL,4.3,48.0,11M,5000.0,Free,0.0,Everyone,Social,2017-12-05,1.3,4.0.3 and up
All Types DP & Status Maker,PHOTOGRAPHY,4.5,16.0,14M,1000.0,Free,0.0,Teen,Photography,2018-12-07,2.1.5,4.0.3 and up
DP Photo Editor,PHOTOGRAPHY,4.1,88.0,7.7M,10000.0,Free,0.0,Everyone,Photography,2017-09-29,2.5,4.1 and up
Status For WhatsApp DP - pro,PERSONALIZATION,4.4,49.0,12M,10000.0,Free,0.0,Teen,Personalization,2018-05-31,1.7,4.1 and up
"Marathi DP - status and message,jokes,Video app",FAMILY,4.3,694.0,3.8M,100000.0,Free,0.0,Everyone,Entertainment,2018-01-08,1.6,4.2 and up
Cute Images for Whatsapp,FAMILY,4.4,634.0,8.1M,100000.0,Free,0.0,Teen,Entertainment,2015-12-23,1,2.3.3 and up
Profile Pictures - Best DP Status,FAMILY,4.3,131.0,5.4M,50000.0,Free,0.0,Everyone,Entertainment,2017-11-29,1.2.1,4.1 and up
Best DP and Status - All Type DP & Status,FAMILY,0.0,1.0,5.7M,100.0,Free,0.0,Everyone,Entertainment,2018-05-30,1,4.0.3 and up
Dp for Facebook,SOCIAL,4.1,56.0,10M,5000.0,Free,0.0,Everyone,Social,2017-05-16,1,4.0.3 and up
Fifa World Cup 2018: Photo Frame Editor & DP Maker,PHOTOGRAPHY,4.6,666.0,8.7M,100000.0,Free,0.0,Everyone,Photography,2018-06-20,6.1,4.0.3 and up
DP and Status Images | All Latest Status 2018,LIFESTYLE,4.7,25.0,3.8M,10000.0,Free,0.0,Teen,Lifestyle,2017-07-22,1,4.0 and up
Best DP and Status,SOCIAL,4.2,93.0,5.6M,10000.0,Free,0.0,Teen,Social,2017-11-29,7.6.5,4.1 and up
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,3.7,121.0,3.8M,10000.0,Free,0.0,Mature 17+,Lifestyle,2017-12-29,DPSTATUS1.0.1,4.0.3 and up
Instant DP Downloader for Instagram,SOCIAL,4.7,38.0,4.1M,5000.0,Free,0.0,Everyone,Social,2018-04-08,1.0.4,4.2 and up
DP Display Pictures Life Quotes Motivational GM,SOCIAL,4.4,39.0,11M,5000.0,Free,0.0,Everyone,Social,2018-01-01,20,4.1 and up
Latest DP and Status Pro 2018,FAMILY,4.7,19.0,5.7M,1000.0,Free,0.0,Everyone,Entertainment,2018-05-01,1.0.4,4.0.3 and up
Best DP And Video Status 2018 For Whatsapp,FAMILY,4.2,91.0,3.8M,10000.0,Free,0.0,Everyone,Entertainment,2018-05-31,9,4.1 and up
Qeek for Instagram - Zoom profile insta DP,SOCIAL,4.6,12111.0,9.1M,500000.0,Free,0.0,Everyone,Social,2018-03-05,1.47,4.3 and up
DP Battle,FAMILY,4.5,132.0,2.5M,5000.0,Free,0.0,Everyone,Entertainment,2017-03-26,2.0.5,4.0.3 and up
Faceoff DP Battle App,FAMILY,4.8,38.0,6.7M,1000.0,Free,0.0,Everyone,Entertainment,2018-06-15,5.2,4.4 and up
Insta Square Profile DP,PHOTOGRAPHY,3.7,42.0,11M,5000.0,Free,0.0,Everyone,Photography,2015-01-09,1,4.0 and up
Name Art DP - Focus n Filter Text 2018,ART_AND_DESIGN,4.3,132.0,7.7M,10000.0,Free,0.0,Everyone,Art & Design,2018-04-01,1,4.1 and up
DP Status 2017,PHOTOGRAPHY,4.2,302.0,7.0M,50000.0,Free,0.0,Everyone,Photography,2017-06-15,15|06|17,4.1 and up
Dairy Queen,FOOD_AND_DRINK,3.6,742.0,43M,100000.0,Free,0.0,Everyone,Food & Drink,2018-07-25,2.1.0,4.1 and up
DQ Texas,FOOD_AND_DRINK,4.1,336.0,13M,100000.0,Free,0.0,Everyone,Food & Drink,2018-05-18,1.4.1,4.1 and up
DQ Events,BUSINESS,2.3,41.0,20M,10000.0,Free,0.0,Everyone,Business,2017-12-20,1.1,4.0 and up
Dash Quest Heroes,GAME,4.3,8432.0,59M,500000.0,Free,0.0,Everyone 10+,Adventure,2018-07-16,1.4.0,4.1 and up
Coupons for Dairy Queen,FOOD_AND_DRINK,4.6,42.0,3.9M,100.0,Free,0.0,Teen,Food & Drink,2018-07-18,1,5.0 and up
DRAGON QUEST VIII,FAMILY,4.5,7812.0,27M,50000.0,Paid,19.99,Everyone 10+,Role Playing,2017-04-04,1.1.4,4.0 and up
ODTMobile v4,BUSINESS,4.0,3.0,16M,1000.0,Free,0.0,Everyone,Business,2018-04-17,1.1,4.1 and up
DRAGON QUEST III,FAMILY,4.2,1661.0,63M,10000.0,Paid,9.99,Everyone,Role Playing,2018-09-03,1.0.5,4.0 and up
LightMeter (noAds),PHOTOGRAPHY,4.6,617.0,12M,10000.0,Paid,1.99,Everyone,Photography,2016-11-22,1.5.10.NA,3.2 and up
DRAGON QUEST,FAMILY,4.2,9659.0,30M,100000.0,Paid,2.99,Everyone,Role Playing,2017-10-03,1.0.7,2.3 and up
DRAGON QUEST II,FAMILY,4.5,2576.0,44M,10000.0,Paid,4.99,Everyone,Role Playing,2018-09-03,1.0.5,4.0 and up
SONIC Drive-In,FOOD_AND_DRINK,4.3,19373.0,43M,1000000.0,Free,0.0,Everyone,Food & Drink,2018-07-31,3.3.6,4.4 and up
DRAGON QUEST VI,FAMILY,4.4,3358.0,17M,100000.0,Paid,14.99,Everyone,Role Playing,2018-01-08,1.0.4,2.3 and up
McDonald's,FOOD_AND_DRINK,3.6,145646.0,42M,10000000.0,Free,0.0,Everyone,Food & Drink,2018-07-31,5.15.0,4.4 and up
DQT GPS,BUSINESS,4.0,3.0,6.3M,500.0,Free,0.0,Everyone,Business,2015-05-10,1.2,4.2 and up
DQ Akses,TOOLS,0.0,0.0,2.6M,1.0,Free,0.0,Everyone,Tools,2018-06-07,1.1,2.1 and up
Discovery Insure,MAPS_AND_NAVIGATION,2.8,1911.0,20M,100000.0,Free,0.0,Everyone,Maps & Navigation,2018-03-17,di-v3.4.0.4,4.3 and up
Taco Bell,LIFESTYLE,3.8,28140.0,16M,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-30,5.0.4,4.2 and up
LightMeter Free,PHOTOGRAPHY,4.1,5485.0,13M,1000000.0,Free,0.0,Everyone,Photography,2016-04-28,1.2.3,3.2 and up
CHRONO TRIGGER (Upgrade Ver.),FAMILY,3.8,11250.0,6.3M,100000.0,Paid,9.99,Everyone 10+,Role Playing,2018-12-06,2.0.4,4.2 and up
ODTMobile,BUSINESS,3.4,15.0,2.7M,10000.0,Free,0.0,Everyone,Business,2016-10-03,3.2,2.2 and up
Whataburger,FOOD_AND_DRINK,4.5,5093.0,56M,500000.0,Free,0.0,Everyone,Food & Drink,2018-10-04,1.9.0,4.2 and up
FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450.0,1.1M,100000.0,Paid,13.99,Everyone,Role Playing,2017-03-15,1.1.3,2.3.3 and up
Arby's,FOOD_AND_DRINK,3.1,194.0,26M,100000.0,Free,0.0,Everyone,Food & Drink,2018-12-07,1.3.1,4.4 and up
RPG Dragon Lapis,FAMILY,4.6,13492.0,56M,100000.0,Free,0.0,Teen,Role Playing,2018-09-07,1.1.4g,4.1 and up
Find Fast Food,SHOPPING,3.3,272.0,785k,100000.0,Free,0.0,Everyone,Shopping,2012-11-11,1.1.6,2.2 and up
Jungle book-The Great Escape,GAME,3.9,2362.0,25M,100000.0,Free,0.0,Everyone,Action,2013-07-17,1.3,2.3 and up
Bunny Skater,GAME,4.2,139432.0,4.7M,10000000.0,Free,0.0,Everyone,Adventure,2013-11-20,1.5,2.1 and up
DQSalmaan - A fan made App,FAMILY,4.9,707.0,6.0M,10000.0,Free,0.0,Everyone,Entertainment,2018-04-02,1.5,4.1 and up
Culver's,LIFESTYLE,3.9,1638.0,4.9M,100000.0,Free,0.0,Everyone,Lifestyle,2018-11-04,1.2,4.3 and up
Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6512.0,18M,1000000.0,Free,0.0,Everyone,Food & Drink,2018-12-04,5.7.0,4.4 and up
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270.0,66M,1000000.0,Free,0.0,Everyone,Food & Drink,2018-06-20,5.0.0,4.4 and up
SUBWAY®,FOOD_AND_DRINK,3.8,21381.0,41M,1000000.0,Free,0.0,Everyone,Food & Drink,2018-07-24,7.9.0.0,4.4 and up
The Walking Zombie: Dead City,GAME,4.6,58575.0,96M,1000000.0,Free,0.0,Teen,Action,2018-02-21,2.55,4.1 and up
Monster Fishing 2018,SPORTS,4.4,32881.0,76M,1000000.0,Free,0.0,Everyone,Sports,2018-07-08,0.0.80,4.1 and up
Call Blocker & Blacklist,COMMUNICATION,4.0,6.0,4.2M,1000.0,Free,0.0,Everyone,Communication,2018-07-13,3.1.0,4.0 and up
Panera Bread,FOOD_AND_DRINK,4.2,10225.0,36M,1000000.0,Free,0.0,Everyone,Food & Drink,2018-06-08,4.4.2,5.0 and up
Dulquer Salmaan HD Wallpapers,PERSONALIZATION,0.0,1.0,3.9M,100.0,Free,0.0,Everyone,Personalization,2018-05-22,1.1.0,4.0 and up
IHOP®,FOOD_AND_DRINK,4.2,441.0,24M,100000.0,Free,0.0,Everyone,Food & Drink,2018-03-04,2.2.0,4.1 and up
Starbucks,FOOD_AND_DRINK,4.5,455496.0,35M,10000000.0,Free,0.0,Everyone,Food & Drink,2018-01-08,4.11.1,4.4 and up
myGrow,PRODUCTIVITY,4.6,84.0,23M,1000.0,Paid,4.29,Mature 17+,Productivity,2016-04-29,2.3.9,3.2 and up
Dr. Parking 4,GAME,4.4,475369.0,13M,50000000.0,Free,0.0,Everyone,Racing,2018-06-03,1.14,4.0.3 and up
Dr. Driving 2,GAME,4.6,358633.0,19M,10000000.0,Free,0.0,Everyone,Racing,2018-03-05,1.32,4.0.3 and up
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347.0,7.6M,5000000.0,Free,0.0,Everyone,Tools,2018-05-28,3.2.0.169,2.3 and up
Dr. Truck Driver : Real Truck Simulator 3D,FAMILY,4.1,1626.0,96M,100000.0,Free,0.0,Everyone 10+,Simulation,2018-05-07,1.8,4.1 and up
Dr. Cares - Pet Rescue 911 ??,FAMILY,4.2,14432.0,35M,500000.0,Free,0.0,Everyone,Casual,2017-09-21,1.5,4.0.3 and up
Dr. Parker : Parking Simulator,GAME,4.5,14253.0,81M,1000000.0,Free,0.0,Everyone,Racing,2018-01-18,3.1,4.0 and up
Dr. Parker : Real car parking simulation,GAME,4.6,15829.0,95M,1000000.0,Free,0.0,Everyone,Racing,2018-07-24,1.29,4.0 and up
Dr. Battery - Fast Charger - Super Cleaner 2018,TOOLS,4.5,101738.0,10M,1000000.0,Free,0.0,Everyone,Tools,2018-07-26,2.2.82,4.0 and up
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,4.4,372553.0,21M,10000000.0,Free,0.0,Everyone,Tools,2018-06-08,3.0.1114,4.1 and up
DR TV,VIDEO_PLAYERS,3.3,6716.0,4.7M,500000.0,Free,0.0,Mature 17+,Video Players & Editors,2018-06-25,3.0.6,4.4 and up
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345.0,27M,1000000.0,Free,0.0,Everyone,Simulation,2018-12-05,1,4.1 and up
Doctor Kids,FAMILY,4.2,200450.0,25M,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-07-26,1.39,4.1 and up
Dr. Rocket,GAME,4.0,42182.0,3.4M,1000000.0,Free,0.0,Everyone,Arcade,2018-06-01,1.11,4.1 and up
Dr. Muscle,HEALTH_AND_FITNESS,4.0,87.0,33M,10000.0,Free,0.0,Everyone,Health & Fitness,2018-07-28,2.5,4.0.3 and up
Dr. Dominoes,GAME,4.0,2700.0,5.7M,500000.0,Free,0.0,Everyone,Board,2018-03-01,1.06,4.1 and up
Dr. Sudoku,FAMILY,3.5,2310.0,3.1M,500000.0,Free,0.0,Everyone,Puzzle,2018-04-01,1.06,4.1 and up
Dr. Unblock,FAMILY,3.9,3847.0,4.3M,1000000.0,Free,0.0,Everyone,Puzzle,2018-03-01,1.05,4.1 and up
Dr. Gomoku,GAME,3.9,85317.0,4.5M,5000000.0,Free,0.0,Everyone,Board,2018-01-15,1.54,4.0.3 and up
Dr. Panda Farm,FAMILY,4.1,265.0,46M,10000.0,Paid,2.99,Everyone,Education;Pretend Play,2016-07-21,1,4.0 and up
DR.MEEP,FAMILY,4.4,54.0,33M,500.0,Paid,2.99,Everyone,Puzzle,2018-06-29,1.2,4.1 and up
Dr. Panda Art Class,FAMILY,4.2,1013.0,58M,50000.0,Paid,2.99,Everyone,Education;Creativity,2017-04-26,1.7,4.0 and up
Dr. Panda's Swimming Pool,FAMILY,4.4,2311.0,9.3M,100000.0,Paid,1.99,Everyone,Casual;Pretend Play,2015-01-15,1.01,4.0 and up
Dr. Pixel: Pill mania Classic,FAMILY,4.3,2419.0,6.2M,100000.0,Free,0.0,Everyone,Puzzle,2018-03-31,1.2.7,4.0 and up
Dr. Chess,GAME,4.1,97209.0,6.7M,1000000.0,Free,0.0,Everyone,Board,2018-01-14,1.41,4.0.3 and up
Super Dr. Parking 3D,FAMILY,4.0,4518.0,41M,1000000.0,Free,0.0,Everyone,Simulation,2017-12-17,3.3,4.1 and up
Dr Dre - Beatmaker,GAME,4.3,146.0,6.0M,10000.0,Free,0.0,Mature 17+,Music,2018-02-28,5.3.8,4.0 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397.0,9.5M,50000.0,Paid,3.99,Everyone,Casual;Pretend Play,2014-09-12,1.8,4.0 and up
Dr. Cares - Amy's Pet Clinic ?? ??,FAMILY,4.5,3580.0,60M,100000.0,Free,0.0,Everyone,Casual,2018-04-30,1.8,4.4 and up
Dr. Splorchy Presents Space Heroes,GAME,4.6,18.0,31M,100.0,Paid,4.99,Mature 17+,Adventure,2018-07-23,1,7.0 and up
Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748.0,36M,1000000.0,Free,0.0,Teen,Casual,2016-10-31,1.3,4.0.3 and up
Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205.0,4.3M,100000.0,Free,0.0,Everyone,Productivity,2018-10-06,2,4.0 and up
DR CONTROL,FAMILY,3.4,267.0,1.5M,10000.0,Free,0.0,Everyone,Entertainment,2017-08-03,2.1.0,4.0.3 and up
Dr Driving Racer,GAME,4.3,183.0,68M,10000.0,Free,0.0,Everyone,Racing,2018-06-14,2.1,4.1 and up
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76.0,1.2M,1000.0,Paid,4.99,Everyone,Health & Fitness,2015-01-26,1.1,2.2 and up
Dr. Seuss's ABC,FAMILY,4.7,429.0,12M,10000.0,Paid,3.99,Everyone,Books & Reference;Education,2018-02-26,2.05,4.0.3 and up
Dr. Booster - Boost Game Speed,TOOLS,4.4,138872.0,22M,10000000.0,Free,0.0,Everyone,Tools,2018-05-15,2.0.1077,4.1 and up
Dr. Panda Hospital,FAMILY,4.4,1091.0,45M,50000.0,Paid,2.99,Everyone,Education;Pretend Play,2013-05-12,1.6,2.0.1 and up
Dr. Panda Café Freemium,FAMILY,4.1,11788.0,62M,1000000.0,Free,0.0,Everyone,Educational;Pretend Play,2017-10-08,1.01,4.0 and up
Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022.0,80M,1000000.0,Free,0.0,Everyone,Role Playing;Pretend Play,2018-02-08,2.16,4.1 and up
Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22.0,34M,1000.0,Free,0.0,Everyone,Books & Reference,2016-01-09,1.1,2.3 and up
Dr. 2048,FAMILY,3.9,1985.0,3.5M,500000.0,Free,0.0,Everyone,Puzzle,2017-12-30,1.05,4.1 and up
Dr. Panda Restaurant 2,FAMILY,4.3,3725.0,67M,100000.0,Paid,2.99,Everyone,Educational;Pretend Play,2016-02-17,1.96,4.0 and up
Dr. Panda Supermarket,FAMILY,4.2,1357.0,58M,50000.0,Paid,2.99,Everyone,Educational;Pretend Play,2016-02-16,1.6,4.0 and up
Dr. Shogi,GAME,3.3,19291.0,5.1M,1000000.0,Free,0.0,Everyone,Board,2018-02-01,1.24,4.1 and up
DR Sebi's Alkaline List,FAMILY,4.0,68.0,5.5M,5000.0,Free,0.0,Everyone,Education,2017-05-04,0.1,2.3 and up
DraStic DS Emulator,GAME,4.6,87766.0,12M,1000000.0,Paid,4.99,Everyone,Action,2016-07-19,r2.5.0.3a,2.3 and up
NDS Emulator - For Android 6,GAME,4.1,14002.0,19M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up
Free DS Emulator,GAME,4.1,22896.0,19M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up
nds4droid,GAME,3.4,107778.0,8.8M,10000000.0,Free,0.0,Everyone,Arcade,2016-12-02,47,2.3.3 and up
MegaNDS (NDS Emulator),GAME,3.4,2218.0,11M,500000.0,Free,0.0,Everyone,Arcade,2017-10-18,2,4.0 and up
DS file,PRODUCTIVITY,4.1,10676.0,12M,1000000.0,Free,0.0,Everyone,Productivity,2018-05-23,4.11.0,4.1 and up
DS finder,TOOLS,4.0,2596.0,32M,500000.0,Free,0.0,Everyone,Tools,2018-07-19,2.0.1,5.0 and up
DS get,TOOLS,3.4,71852.0,22M,5000000.0,Free,0.0,Everyone,Tools,2018-05-23,1.12.0,4.1 and up
DS cloud,TOOLS,3.2,4908.0,38M,500000.0,Free,0.0,Everyone,Tools,2018-05-23,2.8.0,4.0 and up
DS note,PRODUCTIVITY,3.9,2046.0,60M,100000.0,Free,0.0,Everyone,Productivity,2018-11-06,1.10.1,4.4 and up
DS cam,PRODUCTIVITY,3.6,3227.0,35M,500000.0,Free,0.0,Everyone,Productivity,2018-07-26,3.0.1,4.1 and up
DS router,TOOLS,3.8,253.0,15M,50000.0,Free,0.0,Everyone,Tools,2018-06-13,1.1.8,4.1 and up
EmuBox - Fast Retro Emulator,GAME,3.9,1576.0,43M,50000.0,Free,0.0,Everyone,Arcade,2018-05-08,2.1.1,4.1 and up
DS Creator 2.0,TOOLS,1.0,2.0,4.4M,500.0,Free,0.0,Everyone,Tools,2018-03-23,2.0.180226.1,4.0 and up
DS App Manager,TOOLS,4.6,14.0,2.1M,1000.0,Free,0.0,Everyone,Tools,2015-03-21,1,2.3 and up
DS,FAMILY,4.9,15.0,23M,100.0,Free,0.0,Everyone,Casual,2016-01-19,1,2.3 and up
Ability DS UNO,PRODUCTIVITY,0.0,3.0,2.3M,50.0,Paid,2.6,Everyone,Productivity,2014-05-19,1,1.5 and up
DS Connector 2.0,TOOLS,2.6,5.0,636k,500.0,Free,0.0,Everyone,Tools,2018-03-23,2.0.180226.1,4.2 and up
DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962.0,4.2M,100000.0,Free,0.0,Everyone,Weather,2018-09-07,3.67,2.3.3 and up
DS Companion,HEALTH_AND_FITNESS,0.0,0.0,4.6M,50.0,Free,0.0,Everyone,Health & Fitness,2017-03-11,1.7,4.4 and up
DS-L4 Viewer,PHOTOGRAPHY,3.5,13.0,7.9M,1000.0,Free,0.0,Everyone,Photography,2018-01-29,1.2.0.9,5.0 and up
DS Tower Defence,GAME,3.2,768.0,1.4M,100000.0,Free,0.0,Everyone,Arcade,2013-05-06,1,1.5 and up
DS-Admin,FAMILY,0.0,1.0,21M,10.0,Free,0.0,Everyone,Education,2018-05-03,2,4.2 and up
NDS-controller,TOOLS,3.3,35.0,916k,1000.0,Free,0.0,Everyone,Tools,2017-10-23,0.2,2.2 and up
DS-11 form,BUSINESS,0.0,3.0,28M,100.0,Free,0.0,Everyone,Business,2018-04-27,1.7.7,4.1 and up
SmartCircle Remote DS,BUSINESS,0.0,2.0,1.6M,500.0,Free,0.0,Everyone,Business,2018-05-22,2.983,5.0 and up
RetroArch,GAME,3.8,21423.0,84M,1000000.0,Free,0.0,Everyone,Action,2018-04-05,1.7.3,2.3 and up
DS Speedometer & Odometer,MAPS_AND_NAVIGATION,3.9,22382.0,6.6M,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-03-22,6.93,2.3.3 and up
MegaN64 (N64 Emulator),FAMILY,4.6,877576.0,12M,10000000.0,Free,0.0,Everyone,Casual,2016-05-14,6,2.0 and up
DS-20000S,PRODUCTIVITY,1.8,12.0,14M,1000.0,Free,0.0,Everyone,Productivity,2018-03-08,1.2.2,4.1 and up
DS Vision,BUSINESS,0.0,0.0,38M,5.0,Free,0.0,Everyone,Business,2018-05-21,1.2,4.1 and up
Learn DS [BETA],FAMILY,4.3,9.0,5.0M,500.0,Free,0.0,Everyone,Education,2017-12-02,0.5,4.0 and up
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417.0,2.9M,10000.0,Paid,3.28,Everyone,Tools,2017-08-15,5.1,4.1 and up
