Maximum,535,138,664,632,529,851,500,674,,
Std.Dev.,996,329,905,710,286,809,784,463,,
Total,194,-,-,-,-,999,742,769,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,82,166,769,718,171,126,291,,
Iter,2,284,890,895,820,171,998,152,,
Iter,3,824,475,582,552,269,418,387,,
Average,871,729,733,640,803,16,155,756,,
Maximum,163,611,850,838,139,876,521,927,,
Std.Dev.,984,202,357,55,530,111,948,585,,
Total,916,-,-,-,-,226,52,926,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,267,895,366,177,80,634,366,,
Iter,2,220,661,222,633,475,306,603,,
Iter,3,262,846,410,245,118,354,461,,
Average,963,629,929,328,602,826,531,469,,
Maximum,561,848,664,587,634,329,76,332,,
Std.Dev.,319,650,342,117,543,971,121,779,,
Total,360,-,-,-,-,911,561,511,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,818,864,368,533,380,876,557,,
Iter,2,810,627,263,560,774,187,299,,
Iter,3,195,565,970,24,531,523,354,,
Average,343,581,187,697,574,316,660,828,,
Maximum,598,896,686,645,380,508,587,573,,
Std.Dev.,565,441,418,952,902,126,800,180,,
Total,139,-,-,-,-,934,648,106,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,931,690,213,372,114,503,944,,
Iter,2,677,738,41,280,499,464,514,,
Iter,3,36,810,796,907,256,240,229,,
Average,322,107,7,358,533,739,506,852,,
Maximum,773,351,558,17,683,8,596,673,,
Std.Dev.,956,406,436,26,620,50,55,502,,
Total,615,-,-,-,-,609,869,162,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,79,230,246,842,835,994,593,,
Iter,2,280,956,503,39,662,401,837,,
Iter,3,879,909,713,717,251,926,127,,
Average,955,307,930,266,653,69,382,216,,
Maximum,908,161,754,577,630,395,82,904,,
Std.Dev.,529,387,339,361,825,164,189,237,,
Total,485,-,-,-,-,677,432,437,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,297,129,380,334,220,312,373,,
Iter,2,25,138,454,234,190,779,475,,
Iter,3,456,829,220,669,348,308,13,,
Average,726,647,376,929,284,863,214,824,,
Maximum,934,467,309,301,133,418,54,162,,
Std.Dev.,398,816,177,594,469,461,201,971,,
Total,414,-,-,-,-,51,97,146,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,779,582,39,871,35,3,24,,
Iter,2,996,660,566,578,741,804,897,,
Iter,3,99,869,584,205,908,556,49,,
Average,970,47,955,43,669,772,549,934,,
Maximum,669,452,223,465,833,371,31,167,,
Std.Dev.,679,542,429,414,962,878,952,419,,
Total,587,-,-,-,-,399,488,908,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,791,965,453,699,899,445,748,,
Iter,2,295,748,821,742,984,428,640,,
Iter,3,966,740,632,100,854,76,695,,
Average,294,755,530,492,543,663,611,989,,
Maximum,664,62,178,292,125,189,574,296,,
Std.Dev.,464,845,134,966,68,388,147,481,,
Total,635,-,-,-,-,3,795,588,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,146,813,520,318,653,768,146,,
Iter,2,273,126,798,831,122,26,742,,
Iter,3,594,382,94,946,466,853,758,,
Average,97,560,44,753,791,720,544,864,,
Maximum,901,532,603,674,532,960,261,901,,
Std.Dev.,491,488,641,956,955,369,396,32,,
Total,355,-,-,-,-,647,365,728,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,534,317,928,991,992,894,608,,
Iter,2,406,361,106,843,455,986,234,,
Iter,3,491,447,646,476,533,699,792,,
Average,170,388,738,320,664,731,667,299,,
Maximum,962,491,246,733,904,243,231,362,,
Std.Dev.,478,762,839,760,729,420,106,593,,
Total,343,-,-,-,-,206,135,832,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,165,336,94,889,43,168,66,,
Iter,2,947,209,243,107,353,20,509,,
Average,53,394,406,961,980,152,804,849,,
Maximum,505,915,316,33,874,318,825,393,,
Std.Dev.,28,3,281,755,676,945,570,382,,
Total,865,-,-,-,-,864,558,487,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,599,919,830,786,47,742,473,,
Iter,2,341,27,535,888,23,743,877,,
Iter,3,251,333,604,705,898,903,6,,
Average,155,933,962,69,600,780,791,347,,
Maximum,455,297,574,926,253,787,942,540,,
Std.Dev.,379,728,850,939,351,621,759,379,,
Total,459,-,-,-,-,204,858,268,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,332,219,677,483,728,46,979,,
Iter,2,149,363,891,92,816,967,412,,
Iter,3,30,567,751,553,38,387,702,,
Average,115,69,4,390,211,705,583,141,,
Maximum,549,905,453,623,761,340,128,359,,
Std.Dev.,956,834,894,80,760,881,733,108,,
Total,889,-,-,-,-,649,731,733,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,547,81,136,953,331,973,167,,
Iter,2,518,431,959,778,190,452,108,,
Iter,3,920,923,61,199,560,120,586,,
Average,873,56,763,816,47,584,673,379,,
Maximum,523,403,944,73,522,284,951,854,,
Std.Dev.,744,267,394,304,926,533,173,651,,
Total,192,-,-,-,-,567,836,554,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,395,987,488,851,767,799,583,,
Iter,2,752,234,875,926,252,87,991,,
Iter,3,534,357,956,915,407,362,255,,
Average,694,229,135,171,471,629,863,633,,
Maximum,527,619,337,125,860,282,788,454,,
Std.Dev.,695,603,426,41,527,864,629,99,,
Total,871,-,-,-,-,718,790,183,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,82,732,605,630,531,123,716,,
Iter,2,56,843,606,966,949,192,390,,
Iter,3,471,259,582,969,156,331,970,,
Average,485,476,245,849,892,206,242,776,,
Maximum,311,439,275,177,808,588,77,322,,
Std.Dev.,488,645,663,502,438,533,701,711,,
Total,349,-,-,-,-,740,501,812,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,265,314,955,766,794,669,22,,
Iter,2,690,218,50,346,533,630,660,,
Iter,3,974,443,660,51,135,889,528,,
Average,888,161,126,980,85,15,901,244,,
Maximum,623,198,742,363,528,855,349,779,,
Std.Dev.,83,405,908,587,419,270,799,504,,
Total,420,-,-,-,-,940,564,449,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,295,207,124,638,299,888,930,,
Iter,2,34,324,599,587,753,102,888,,
Iter,3,746,920,238,503,605,69,237,,
Average,190,58,367,63,646,247,289,596,,
Maximum,464,330,431,796,172,372,182,50,,
Std.Dev.,584,5,6,954,681,697,618,882,,
Total,464,-,-,-,-,758,35,845,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,863,737,720,742,789,180,832,,
Iter,2,862,925,898,494,256,425,188,,
Iter,3,739,111,791,706,818,958,756,,
Average,495,113,855,946,852,984,597,10,,
Maximum,195,660,903,839,376,540,165,776,,
Std.Dev.,77,579,234,778,427,672,822,330,,
Total,378,-,-,-,-,390,431,142,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,215,828,518,378,92,57,513,,
Iter,2,83,762,867,855,172,458,734,,
Iter,3,752,573,352,654,796,752,117,,
Average,566,456,278,839,335,421,936,43,,
Maximum,387,666,824,175,456,423,983,546,,
Std.Dev.,572,318,304,685,753,707,48,737,,
Total,604,-,-,-,-,534,468,390,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,475,440,682,40,390,952,871,,
Iter,2,979,792,101,119,602,944,903,,
Iter,3,56,293,497,766,445,662,482,,
Average,373,347,733,780,827,309,850,428,,
Maximum,622,49,840,167,402,331,964,159,,
Std.Dev.,929,89,244,891,359,153,147,600,,
Total,734,-,-,-,-,672,207,509,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,993,35,176,932,461,48,697,,
Iter,2,368,228,249,854,233,911,419,,
Iter,3,552,700,801,155,377,285,927,,
Average,273,807,7,894,849,416,492,737,,
Maximum,123,173,788,911,800,785,413,825,,
Std.Dev.,35,580,857,623,153,411,832,244,,
Total,469,-,-,-,-,401,834,746,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,515,817,572,541,28,571,140,,
Iter,2,640,528,499,963,600,843,496,,
Iter,3,129,712,746,17,561,309,897,,
Average,737,403,92,153,214,497,524,246,,
Maximum,987,654,742,585,257,255,531,224,,
Std.Dev.,618,51,213,667,444,310,314,405,,
Total,154,-,-,-,-,50,451,943,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,235,56,727,598,227,475,476,,
Iter,2,783,675,691,551,685,36,454,,
Iter,3,829,654,970,931,823,699,508,,
Average,937,625,881,670,524,738,981,237,,
Maximum,177,850,945,879,227,981,199,410,,
Std.Dev.,630,860,138,869,264,390,107,203,,
Total,758,-,-,-,-,859,314,822,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,451,843,481,242,731,993,774,,
Iter,2,581,821,700,584,616,556,61,,
Iter,3,952,332,276,117,347,606,589,,
Average,341,168,205,471,510,158,785,561,,
Maximum,682,669,237,318,494,564,621,990,,
Std.Dev.,834,246,402,549,574,837,800,675,,
Total,755,-,-,-,-,985,561,177,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,296,485,413,666,638,92,296,,
Iter,2,439,74,343,248,215,947,35,,
Iter,3,496,361,563,349,874,237,448,,
Average,400,3,774,827,948,540,625,342,,
Maximum,257,975,387,684,771,925,1000,405,,
Std.Dev.,32,184,922,467,254,205,37,135,,
Total,572,-,-,-,-,17,784,339,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,713,800,183,700,855,219,208,,
Iter,2,136,220,108,3,20,918,764,,
Iter,3,8,816,698,950,150,86,8,,
Average,370,609,536,986,344,747,179,46,,
Maximum,12,22,835,275,553,585,866,222,,
Std.Dev.,85,180,361,987,452,306,694,955,,
Total,886,-,-,-,-,305,530,107,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,744,388,586,205,830,605,505,,
Iter,2,827,471,558,688,89,494,758,,
Iter,3,521,226,392,877,215,493,340,,
Average,987,903,221,954,202,423,598,318,,
Maximum,803,155,271,947,204,852,244,435,,
Std.Dev.,621,444,109,343,115,501,973,461,,
Total,321,-,-,-,-,288,999,759,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,717,989,828,460,800,396,655,,
Iter,2,975,914,455,85,463,200,399,,
Iter,3,313,412,70,652,10,681,732,,
Average,672,428,626,333,526,516,427,237,,
Maximum,89,879,837,284,106,79,130,997,,
Std.Dev.,522,364,33,594,735,573,644,147,,
Total,625,-,-,-,-,910,603,580,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,490,472,973,182,296,328,807,,
Iter,2,274,138,994,31,480,62,63,,
Iter,3,369,298,786,175,630,280,41,,
Iter,4,997,591,965,322,162,598,193,,
Iter,5,859,503,297,279,170,172,117,,
Average,495,930,518,820,533,1000,281,124,,
Maximum,60,483,834,203,633,82,384,284,,
Std.Dev.,827,684,977,788,504,626,842,345,,
Total,893,-,-,-,-,717,84,413,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,172,319,933,985,939,535,706,,
Iter,2,213,458,954,279,678,207,664,,
Iter,3,732,804,859,681,541,245,414,,
Iter,4,610,696,325,791,977,735,947,,
Iter,5,403,96,886,714,356,411,624,,
Average,346,938,984,937,483,310,835,885,,
Maximum,906,528,599,42,296,466,686,751,,
Std.Dev.,784,458,888,95,179,915,203,850,,
Total,852,-,-,-,-,828,859,842,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,462,404,393,926,856,989,230,,
Iter,2,317,483,971,872,99,117,385,,
Iter,3,832,651,956,826,10,83,483,,
Iter,4,260,871,943,771,73,296,760,,
Iter,5,568,294,284,460,999,216,14,,
Average,596,824,235,501,200,489,26,272,,
Maximum,27,432,182,684,668,340,238,87,,
Std.Dev.,716,689,868,37,468,642,557,55,,
Total,812,-,-,-,-,14,820,111,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,702,864,62,444,100,149,833,,
Iter,2,849,433,781,655,980,680,958,,
Iter,3,825,264,101,267,1000,328,31,,
Average,162,90,219,278,208,254,102,1,,
Maximum,977,400,169,340,734,569,673,258,,
Std.Dev.,707,750,448,828,89,223,737,531,,
Total,67,-,-,-,-,101,773,708,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,426,900,487,461,286,283,90,,
Iter,2,297,136,818,802,483,945,232,,
Iter,3,788,191,102,999,803,486,898,,
Average,816,901,493,983,303,231,884,734,,
Maximum,651,127,811,397,366,726,433,932,,
Std.Dev.,856,479,244,136,701,453,673,950,,
Total,40,-,-,-,-,751,6,914,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,18,919,236,904,710,117,360,,
Iter,2,269,464,179,233,508,453,395,,
Iter,3,229,993,306,564,12,552,657,,
Average,76,691,372,15,282,661,354,578,,
Maximum,121,380,516,58,819,216,590,668,,
Std.Dev.,771,322,864,584,768,994,896,214,,
Total,910,-,-,-,-,910,128,739,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,899,459,285,310,867,747,359,,
Iter,2,361,622,474,677,703,547,885,,
Iter,3,179,896,518,13,514,125,74,,
Average,252,123,358,294,685,394,415,622,,
Maximum,71,859,141,636,599,867,867,149,,
Std.Dev.,546,117,165,781,153,667,257,265,,
Total,192,-,-,-,-,635,795,746,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,371,416,441,125,96,47,703,,
Iter,2,843,977,102,412,892,743,887,,
Iter,3,372,69,85,411,196,539,161,,
Average,376,606,362,361,114,890,614,313,,
Maximum,168,31,136,578,765,694,729,408,,
Std.Dev.,848,515,980,898,763,804,365,438,,
Total,470,-,-,-,-,636,386,790,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,722,235,932,705,66,818,652,,
Iter,2,77,656,196,604,722,168,472,,
Iter,3,382,134,233,956,24,131,187,,
Average,882,100,736,795,729,649,597,687,,
Maximum,121,71,241,291,419,435,324,832,,
Std.Dev.,955,150,318,364,895,277,2,249,,
Total,825,-,-,-,-,968,690,899,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,273,570,766,678,786,237,636,,
Iter,2,254,811,301,991,507,320,130,,
Iter,3,310,556,259,247,953,708,449,,
Average,205,514,743,613,379,378,435,380,,
Maximum,153,864,620,361,882,261,609,356,,
Std.Dev.,553,751,483,949,749,252,521,262,,
Total,922,-,-,-,-,210,141,41,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,951,992,578,782,337,967,846,,
Iter,2,347,76,13,7,71,410,286,,
Iter,3,193,479,582,305,260,577,158,,
Average,241,898,549,165,75,148,998,987,,
Maximum,577,993,724,120,588,416,299,620,,
Std.Dev.,501,486,235,178,958,955,530,904,,
Total,37,-,-,-,-,438,544,6,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,846,897,330,897,330,953,820,,
Iter,2,824,890,920,875,205,78,295,,
Iter,3,593,432,251,69,186,845,191,,
Average,814,26,895,367,894,611,48,448,,
Maximum,899,740,714,746,273,303,311,644,,
Std.Dev.,970,234,298,390,580,9,235,831,,
Total,157,-,-,-,-,396,764,397,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,827,285,634,155,4,319,366,,
Iter,2,418,331,773,398,525,210,966,,
Iter,3,930,148,829,893,93,343,132,,
Average,733,677,640,481,999,210,457,817,,
Maximum,668,663,780,443,160,741,938,16,,
Std.Dev.,342,512,741,738,998,470,358,169,,
Total,893,-,-,-,-,936,387,59,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,854,39,464,613,953,80,777,,
Iter,2,365,790,135,961,550,692,230,,
Iter,3,452,596,721,450,944,974,980,,
Average,609,237,376,114,482,602,799,682,,
Maximum,578,972,790,81,207,118,217,763,,
Std.Dev.,470,444,701,834,290,331,907,641,,
Total,219,-,-,-,-,586,175,821,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,480,254,891,915,23,715,653,,
Iter,2,445,467,441,679,621,441,11,,
Iter,3,183,914,579,699,742,244,272,,
Average,129,487,297,159,112,385,459,156,,
Maximum,486,12,88,499,40,169,714,758,,
Std.Dev.,774,520,934,610,589,923,77,60,,
Total,926,-,-,-,-,726,224,6,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,16,136,896,323,289,720,881,,
Iter,2,326,885,226,300,133,246,599,,
Iter,3,216,133,991,1,248,591,820,,
Average,552,507,142,530,718,67,545,779,,
Maximum,812,401,544,899,833,653,689,542,,
Std.Dev.,234,935,905,587,51,618,156,423,,
Total,948,-,-,-,-,507,312,584,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,1000,384,446,748,81,883,778,,
Iter,2,105,407,82,256,321,762,23,,
Iter,3,621,822,678,458,852,977,527,,
Iter,4,548,850,102,112,996,788,17,,
Iter,5,145,911,671,387,493,63,119,,
Iter,6,981,455,359,387,530,978,153,,
Average,185,445,722,31,703,650,473,24,,
Maximum,919,876,894,52,873,526,27,178,,
Std.Dev.,35,275,336,796,518,706,263,217,,
Total,592,-,-,-,-,22,990,86,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,148,195,112,815,862,945,746,,
Iter,2,668,248,975,835,268,237,515,,
Iter,3,802,754,186,69,26,284,428,,
Average,973,867,699,11,335,462,882,902,,
Maximum,57,994,572,894,318,515,370,137,,
Std.Dev.,465,643,544,535,141,923,108,265,,
Total,82,-,-,-,-,979,342,563,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,395,3,370,144,122,205,169,,
Iter,2,526,227,887,711,776,332,476,,
Iter,3,684,63,565,992,412,531,424,,
Average,702,359,378,249,196,80,863,224,,
Maximum,509,524,444,882,627,156,546,572,,
Std.Dev.,973,693,792,156,541,223,430,799,,
Total,635,-,-,-,-,430,285,485,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,642,247,87,431,150,157,747,,
Iter,2,921,366,198,373,722,973,55,,
Iter,3,485,432,95,53,308,35,269,,
Average,26,481,376,875,543,460,713,177,,
Maximum,925,383,145,341,847,233,929,139,,
Std.Dev.,616,649,248,225,896,703,352,249,,
Total,916,-,-,-,-,318,449,207,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,407,434,888,166,965,754,665,,
Iter,2,999,602,340,894,832,853,771,,
Iter,3,180,14,823,767,544,734,33,,
Average,227,320,491,932,687,5,433,757,,
Maximum,938,43,666,902,143,229,384,325,,
Std.Dev.,936,266,758,613,296,15,553,153,,
Total,638,-,-,-,-,692,986,493,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,139,238,574,942,239,863,361,,
Iter,2,534,277,179,898,291,208,845,,
Iter,3,648,98,399,584,882,752,572,,
Average,977,825,480,729,291,315,103,151,,
Maximum,738,558,623,954,213,50,71,959,,
Std.Dev.,865,657,101,835,194,443,676,773,,
Total,219,-,-,-,-,137,355,147,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,589,786,981,632,959,682,201,,
Iter,2,851,566,974,726,349,545,387,,
Iter,3,825,85,913,45,301,301,283,,
Average,570,476,928,7,694,539,473,426,,
Maximum,787,286,966,622,924,930,384,408,,
Std.Dev.,259,201,311,923,668,967,793,793,,
Total,680,-,-,-,-,507,898,114,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,402,668,199,506,248,890,931,,
Iter,2,402,23,319,887,364,167,426,,
Iter,3,528,881,926,323,540,566,306,,
Average,831,651,99,381,323,7,573,69,,
Maximum,962,18,388,468,340,994,166,251,,
